term_id,authorised_heading,search_term,search_term_display,search_normalized_heading,auth_Note,relationship,heading_type,lc_control_no,marc_tag,thesaurus
cash63720_150_1,Ojibwe literature,Ojibwe literature,Ojibwe literature (authorised),ojibwe literature,"Here are entered collections by Ojibwe authors residing in Canada in the Ojibwe language and in more than one literary form. Such collections in a particular language other than Ojibwe are entered under Ojibwe literature qualified by the language, e.g. Ojibwe literature (English).Collections in Ojibwe limited to a particular literary form are entered under the heading for the form, e.g. Ojibwe poetry.Collections of literary works about the Ojibwe are entered under Ojibwe--Literary collections.May also be subdivided geographically by Canadian region, province, city or other jurisdiction for collections of literature written in Ojibwe by Ojibwe authors in a particular location, e.g.: Ojibwe literature--Ontario--Toronto.",authorised,topical,cash63720,150,
cash63720_450_1,Ojibwe literature,Ojibway literature,Ojibway literature (see_from),ojibway literature,,see_from,,cash63720,450,
cash63720_450_2,Ojibwe literature,Ojibway literature--Canada,Ojibway literature--Canada (see_from),ojibway literature--canada,,see_from,topical,cash63720,450,
cash63720_450_3,Ojibwe literature,Ojibwe literature--Canada,Ojibwe literature--Canada (see_from),ojibwe literature--canada,,see_from,topical,cash63720,450,
cash63720_450_4,Ojibwe literature,Ojibwemowin literature,Ojibwemowin literature (see_from),ojibwemowin literature,,see_from,topical,cash63720,450,
cash63720_450_5,Ojibwe literature,Ojibwa literature,Ojibwa literature (see_from),ojibwa literature,,see_from,topical,cash63720,450,
cash63720_450_6,Ojibwe literature,Ojibway--Canada--Literature,Ojibway--Canada--Literature (see_from),ojibway--canada--literature,,see_from,topical,cash63720,450,
cash63720_450_7,Ojibwe literature,Ojibway--Literature,Ojibway--Literature (see_from),ojibway--literature,,see_from,topical,cash63720,450,
cash63720_451_1,Ojibwe literature,Canada--Ojibway literature,Canada--Ojibway literature (see_from),canada--ojibway literature,,see_from,geographic,cash63720,451,
cash63720_550_1,Ojibwe literature,First Nations literature,First Nations literature (see_also),first nations literature,,see_also,topical,cash63720,550,
cash63720_750_1,Ojibwe literature,Ojibwa literature--Canada,Ojibwa literature--Canada (linked),ojibwa literature--canada,,linked,topical,cash63720,750,LCSH
cash63730_150_1,Ojibwe poetry,Ojibwe poetry,Ojibwe poetry (authorised),ojibwe poetry,"Here are entered collections of poetry by Ojibwe authors residing in Canada in the Ojibwe languange. Such collections in a particular language other than Ojibwe are entered under Ojibwe poetry qualified by the language, e.g. Ojibwe poetry (English).May also be subdivided geographically by Canadian region, province, city or other jurisdiction for collections of poetry written in Ojibwe by Ojibwe authors in a particular location, e.g.: Ojibwe poetry--Ontario--Toronto.",authorised,topical,cash63730,150,
cash63730_450_1,Ojibwe poetry,Ojibway poetry,Ojibway poetry (see_from),ojibway poetry,,see_from,,cash63730,450,
cash63730_450_2,Ojibwe poetry,Ojibway poetry--Canada,Ojibway poetry--Canada (see_from),ojibway poetry--canada,,see_from,topical,cash63730,450,
cash63730_450_3,Ojibwe poetry,Ojibwe poetry--Canada,Ojibwe poetry--Canada (see_from),ojibwe poetry--canada,,see_from,topical,cash63730,450,
cash63730_450_4,Ojibwe poetry,Ojibwemowin poetry,Ojibwemowin poetry (see_from),ojibwemowin poetry,,see_from,topical,cash63730,450,
cash63730_450_5,Ojibwe poetry,Ojibwa poetry,Ojibwa poetry (see_from),ojibwa poetry,,see_from,topical,cash63730,450,
cash63730_451_1,Ojibwe poetry,Canada--Ojibway poetry,Canada--Ojibway poetry (see_from),canada--ojibway poetry,,see_from,geographic,cash63730,451,
cash63730_550_1,Ojibwe poetry,First Nations poetry,First Nations poetry (see_also),first nations poetry,,see_also,topical,cash63730,550,
cash63730_550_2,Ojibwe poetry,Ojibwe literature,Ojibwe literature (see_also),ojibwe literature,,see_also,topical,cash63730,550,
cash63730_750_1,Ojibwe poetry,Ojibwa poetry--Canada,Ojibwa poetry--Canada (linked),ojibwa poetry--canada,,linked,topical,cash63730,750,LCSH
cash63730_750_2,Ojibwe poetry,Poésie ojibwa,Poésie ojibwa (linked),poésie ojibwa,,linked,topical,cash63730,750,RVM
cash63731_150_1,"Picture dictionaries, Ojibwemowin","Picture dictionaries, Ojibwemowin","Picture dictionaries, Ojibwemowin (authorised)","picture dictionaries, ojibwemowin","For Ojibwemowin picture dictionaries limited to a particular Canadian region, province, city, or other jurisdiction, add geographic subdivision, e.g. Picture dictionaries, Ojibwemowin--Ontario--Ottawa. Do not use --Canada as a geographic subdivision.",authorised,topical,cash63731,150,
cash63731_450_1,"Picture dictionaries, Ojibwemowin","Picture dictionaries, Ojibwemowin--Canada","Picture dictionaries, Ojibwemowin--Canada (see_from)","picture dictionaries, ojibwemowin--canada",,see_from,topical,cash63731,450,
cash63731_450_2,"Picture dictionaries, Ojibwemowin",Ojibwemowin picture dictionaries,Ojibwemowin picture dictionaries (see_from),ojibwemowin picture dictionaries,,see_from,topical,cash63731,450,
cash63731_450_3,"Picture dictionaries, Ojibwemowin","Picture dictionaries, Ojibwa","Picture dictionaries, Ojibwa (see_from)","picture dictionaries, ojibwa",,see_from,topical,cash63731,450,
cash63731_450_4,"Picture dictionaries, Ojibwemowin","Picture dictionaries, Ojibway","Picture dictionaries, Ojibway (see_from)","picture dictionaries, ojibway",,see_from,topical,cash63731,450,
cash63731_450_5,"Picture dictionaries, Ojibwemowin","Picture dictionaries, Ojibwe","Picture dictionaries, Ojibwe (see_from)","picture dictionaries, ojibwe",,see_from,topical,cash63731,450,
cash63731_550_1,"Picture dictionaries, Ojibwemowin",Ojibwemowin language$vDictionaries,Ojibwemowin language$vDictionaries (see_also),ojibwemowin language$vdictionaries,,see_also,topical,cash63731,550,
cash63731_750_1,"Picture dictionaries, Ojibwemowin","Picture dictionaries, Ojibwa--Canada","Picture dictionaries, Ojibwa--Canada (linked)","picture dictionaries, ojibwa--canada",,linked,topical,cash63731,750,LCSH
cash63740_150_1,Ojibwe wit and humor,Ojibwe wit and humor,Ojibwe wit and humor (authorised),ojibwe wit and humor,"May not be subdivided by --Canada. May be subdivided geographically by Canadian region, province, city or other jurisdiction for works discussing Ojibwe wit and humor in or from a particular location.",authorised,topical,cash63740,150,
cash63740_450_1,Ojibwe wit and humor,Ojibway wit and humor,Ojibway wit and humor (see_from),ojibway wit and humor,,see_from,,cash63740,450,
cash63740_450_2,Ojibwe wit and humor,Ojibway wit and humor--Canada,Ojibway wit and humor--Canada (see_from),ojibway wit and humor--canada,,see_from,topical,cash63740,450,
cash63740_450_3,Ojibwe wit and humor,Ojibway--Joking,Ojibway--Joking (see_from),ojibway--joking,,see_from,topical,cash63740,450,
cash63740_450_4,Ojibwe wit and humor,Ojibwa wit and humor,Ojibwa wit and humor (see_from),ojibwa wit and humor,,see_from,topical,cash63740,450,
cash63740_450_5,Ojibwe wit and humor,Ojibwe wit and humor--Canada,Ojibwe wit and humor--Canada (see_from),ojibwe wit and humor--canada,,see_from,topical,cash63740,450,
cash63740_450_6,Ojibwe wit and humor,Ojibwemowin wit and humor,Ojibwemowin wit and humor (see_from),ojibwemowin wit and humor,,see_from,topical,cash63740,450,
cash63740_550_1,Ojibwe wit and humor,First Nations wit and humor,First Nations wit and humor (see_also),first nations wit and humor,,see_also,topical,cash63740,550,
cash63740_550_2,Ojibwe wit and humor,Ojibwe literature,Ojibwe literature (see_also),ojibwe literature,,see_also,topical,cash63740,550,
cash63740_750_1,Ojibwe wit and humor,Ojibwa wit and humor--Canada,Ojibwa wit and humor--Canada (linked),ojibwa wit and humor--canada,,linked,topical,cash63740,750,LCSH
cash63741_150_1,Ojibwe--Treaties,Ojibwe--Treaties,Ojibwe--Treaties (authorised),ojibwe--treaties,"For works about Ojibwe treaties limited to a particular Canadian region, province, city, or other jurisdiction, add geographic subdivision, e.g. Ojibwe--Ontario--Ottawa--Treaties. Do not use --Canada as a geographic subdivision.",authorised,topical,cash63741,150,
cash63741_450_1,Ojibwe--Treaties,Ojibway--Treaties,Ojibway--Treaties (see_from),ojibway--treaties,,see_from,,cash63741,450,
cash63741_450_2,Ojibwe--Treaties,Ojibway--Canada--Treaties,Ojibway--Canada--Treaties (see_from),ojibway--canada--treaties,,see_from,topical,cash63741,450,
cash63741_450_3,Ojibwe--Treaties,Ojibwe--Canada--Treaties,Ojibwe--Canada--Treaties (see_from),ojibwe--canada--treaties,,see_from,topical,cash63741,450,
cash63741_450_4,Ojibwe--Treaties,Ojibwa--Treaties,Ojibwa--Treaties (see_from),ojibwa--treaties,,see_from,topical,cash63741,450,
cash63741_550_1,Ojibwe--Treaties,Ojibwe--Government relations,Ojibwe--Government relations (see_also),ojibwe--government relations,,see_also,topical,cash63741,550,
cash63741_750_1,Ojibwe--Treaties,Ojibwa Indians--Canada--Treaties,Ojibwa Indians--Canada--Treaties (linked),ojibwa indians--canada--treaties,,linked,topical,cash63741,750,LCSH
cash63750_150_1,Ojibwe dance,Ojibwe dance,Ojibwe dance (authorised),ojibwe dance,"May not be subdivided by --Canada. May be subdivided geographically by Canadian region, province, city or other jurisdiction for works discussing Ojibwe dance in a particular location.",authorised,topical,cash63750,150,
cash63750_450_1,Ojibwe dance,Ojibway dance,Ojibway dance (see_from),ojibway dance,,see_from,,cash63750,450,
cash63750_450_2,Ojibwe dance,Ojibway dance--Canada,Ojibway dance--Canada (see_from),ojibway dance--canada,,see_from,topical,cash63750,450,
cash63750_450_3,Ojibwe dance,Ojibwe dance--Canada,Ojibwe dance--Canada (see_from),ojibwe dance--canada,,see_from,topical,cash63750,450,
cash63750_450_4,Ojibwe dance,Ojibwa dance,Ojibwa dance (see_from),ojibwa dance,,see_from,topical,cash63750,450,
cash63750_450_5,Ojibwe dance,"Dance, Ojibway","Dance, Ojibway (see_from)","dance, ojibway",,see_from,topical,cash63750,450,
cash63750_450_6,Ojibwe dance,"Dance, Ojibwa","Dance, Ojibwa (see_from)","dance, ojibwa",,see_from,topical,cash63750,450,
cash63750_450_7,Ojibwe dance,"Dance, Ojibwe","Dance, Ojibwe (see_from)","dance, ojibwe",,see_from,topical,cash63750,450,
cash63750_450_8,Ojibwe dance,Ojibway--Dances,Ojibway--Dances (see_from),ojibway--dances,,see_from,topical,cash63750,450,
cash63750_450_9,Ojibwe dance,Ojibwa--Dances,Ojibwa--Dances (see_from),ojibwa--dances,,see_from,topical,cash63750,450,
cash63750_450_10,Ojibwe dance,Ojibwe--Dances,Ojibwe--Dances (see_from),ojibwe--dances,,see_from,topical,cash63750,450,
cash63750_550_1,Ojibwe dance,First Nations dance,First Nations dance (see_also),first nations dance,,see_also,topical,cash63750,550,
cash63750_750_1,Ojibwe dance,Ojibwa dance--Canada,Ojibwa dance--Canada (linked),ojibwa dance--canada,,linked,topical,cash63750,750,LCSH
cash63751_150_1,"Songs, Ojibwemowin","Songs, Ojibwemowin","Songs, Ojibwemowin (authorised)","songs, ojibwemowin","May not be subdivided by --Canada. May be subdivided geographically by Canadian region, province, city or other jurisdiction for Ojibwemowin songs in or from a particular Canadian location.",authorised,topical,cash63751,150,
cash63751_450_1,"Songs, Ojibwemowin","Songs, Ojibwemowin--Canada","Songs, Ojibwemowin--Canada (see_from)","songs, ojibwemowin--canada",,see_from,topical,cash63751,450,
cash63751_450_2,"Songs, Ojibwemowin","Songs, Ojibway","Songs, Ojibway (see_from)","songs, ojibway",,see_from,topical,cash63751,450,
cash63751_450_3,"Songs, Ojibwemowin","Songs, Ojibwa","Songs, Ojibwa (see_from)","songs, ojibwa",,see_from,topical,cash63751,450,
cash63751_450_4,"Songs, Ojibwemowin","Songs, Ojibwe","Songs, Ojibwe (see_from)","songs, ojibwe",,see_from,topical,cash63751,450,
cash63751_450_5,"Songs, Ojibwemowin",Ojibwemowin songs,Ojibwemowin songs (see_from),ojibwemowin songs,,see_from,topical,cash63751,450,
cash63751_450_6,"Songs, Ojibwemowin",Ojibway songs,Ojibway songs (see_from),ojibway songs,,see_from,topical,cash63751,450,
cash63751_450_7,"Songs, Ojibwemowin",Ojibwa songs,Ojibwa songs (see_from),ojibwa songs,,see_from,topical,cash63751,450,
cash63751_450_8,"Songs, Ojibwemowin",Ojibwe songs,Ojibwe songs (see_from),ojibwe songs,,see_from,topical,cash63751,450,
cash63751_750_1,"Songs, Ojibwemowin","Songs, Ojibwa--Canada","Songs, Ojibwa--Canada (linked)","songs, ojibwa--canada",,linked,topical,cash63751,750,LCSH
cash63751_750_2,"Songs, Ojibwemowin",Chansons ojibwa,Chansons ojibwa (linked),chansons ojibwa,,linked,topical,cash63751,750,RVM
cash63760_150_1,Ojibwe--Medicine,Ojibwe--Medicine,Ojibwe--Medicine (authorised),ojibwe--medicine,"May not be subdivided by --Canada. May be subdivided geographically by Canadian region, province, city or other jurisdiction for works discussing the topic in a particular location.",authorised,topical,cash63760,150,
cash63760_450_1,Ojibwe--Medicine,Ojibway--Medicine,Ojibway--Medicine (see_from),ojibway--medicine,,see_from,,cash63760,450,
cash63760_450_2,Ojibwe--Medicine,Ojibway--Medicine--Canada,Ojibway--Medicine--Canada (see_from),ojibway--medicine--canada,,see_from,topical,cash63760,450,
cash63760_450_3,Ojibwe--Medicine,Ojibwa--Medicine,Ojibwa--Medicine (see_from),ojibwa--medicine,,see_from,topical,cash63760,450,
cash63760_450_4,Ojibwe--Medicine,Ojibway--Canada--Medicine,Ojibway--Canada--Medicine (see_from),ojibway--canada--medicine,,see_from,topical,cash63760,450,
cash63760_450_5,Ojibwe--Medicine,Ojibwe--Medicine--Canada,Ojibwe--Medicine--Canada (see_from),ojibwe--medicine--canada,,see_from,topical,cash63760,450,
cash63760_550_1,Ojibwe--Medicine,First Nations--Medicine,First Nations--Medicine (see_also),first nations--medicine,,see_also,topical,cash63760,550,
cash63760_750_1,Ojibwe--Medicine,Ojibwa Indians--Medicine--Canada,Ojibwa Indians--Medicine--Canada (linked),ojibwa indians--medicine--canada,,linked,topical,cash63760,750,LCSH
cash63760_750_2,Ojibwe--Medicine,Ojibwa--Médecine,Ojibwa--Médecine (linked),ojibwa--médecine,,linked,topical,cash63760,750,RVM
cash63770_150_1,"Speeches, addresses, etc., Ojibway","Speeches, addresses, etc., Ojibway","Speeches, addresses, etc., Ojibway (authorised)","speeches, addresses, etc., ojibway","Here are entered collections of speeches by Ojibway authors residing in Canada in the Ojibwemowin languange. Such collections in a particular language other than Ojibwemowin are entered under Speeches, addresses, etc., Ojibway qualified by the language, e.g. Speeches, addresses, etc., Ojibway (English).May also be subdivided geographically by Canadian region, province, city or other jurisdiction for collections of speeches written in Ojibwemowin by Ojibway authors in a particular location, e.g.: Speeches, addresses, etc., Ojibway--Ontario--Toronto.",authorised,topical,cash63770,150,
cash63770_450_1,"Speeches, addresses, etc., Ojibway","Speeches, addresses, etc., Ojibway--Canada","Speeches, addresses, etc., Ojibway--Canada (see_from)","speeches, addresses, etc., ojibway--canada",,see_from,topical,cash63770,450,
cash63770_450_2,"Speeches, addresses, etc., Ojibway","Speeches, addresses, etc., Ojibwa","Speeches, addresses, etc., Ojibwa (see_from)","speeches, addresses, etc., ojibwa",,see_from,topical,cash63770,450,
cash63770_450_3,"Speeches, addresses, etc., Ojibway","Speeches, addresses, etc., Ojibwe","Speeches, addresses, etc., Ojibwe (see_from)","speeches, addresses, etc., ojibwe",,see_from,topical,cash63770,450,
cash63770_450_4,"Speeches, addresses, etc., Ojibway","Speeches, addresses, etc., Ojibwemowin","Speeches, addresses, etc., Ojibwemowin (see_from)","speeches, addresses, etc., ojibwemowin",,see_from,topical,cash63770,450,
cash63770_450_5,"Speeches, addresses, etc., Ojibway",Ojibway orations,Ojibway orations (see_from),ojibway orations,,see_from,topical,cash63770,450,
cash63770_450_6,"Speeches, addresses, etc., Ojibway",Ojibway speeches,Ojibway speeches (see_from),ojibway speeches,,see_from,topical,cash63770,450,
cash63770_450_7,"Speeches, addresses, etc., Ojibway",Ojibwa orations,Ojibwa orations (see_from),ojibwa orations,,see_from,topical,cash63770,450,
cash63770_450_8,"Speeches, addresses, etc., Ojibway",Ojibwa speeches,Ojibwa speeches (see_from),ojibwa speeches,,see_from,topical,cash63770,450,
cash63770_450_9,"Speeches, addresses, etc., Ojibway",Ojibwe orations,Ojibwe orations (see_from),ojibwe orations,,see_from,topical,cash63770,450,
cash63770_450_10,"Speeches, addresses, etc., Ojibway",Ojibwe speeches,Ojibwe speeches (see_from),ojibwe speeches,,see_from,topical,cash63770,450,
cash63770_450_11,"Speeches, addresses, etc., Ojibway",Ojibwemowin orations,Ojibwemowin orations (see_from),ojibwemowin orations,,see_from,topical,cash63770,450,
cash63770_450_12,"Speeches, addresses, etc., Ojibway",Ojibwemowin speeches,Ojibwemowin speeches (see_from),ojibwemowin speeches,,see_from,topical,cash63770,450,
cash63770_750_1,"Speeches, addresses, etc., Ojibway","Speeches, addresses, etc., Ojibwa--Canada","Speeches, addresses, etc., Ojibwa--Canada (linked)","speeches, addresses, etc., ojibwa--canada",,linked,topical,cash63770,750,LCSH
cash63770_750_2,"Speeches, addresses, etc., Ojibway",Discours ojibwa--Canada,Discours ojibwa--Canada (linked),discours ojibwa--canada,,linked,topical,cash63770,750,RVM
cash63780_150_1,Ojibwe painting,Ojibwe painting,Ojibwe painting (authorised),ojibwe painting,"May not be subdivided by --Canada. May be subdivided geographically by Canadian region, province, city or other jurisdiction for works discussing Ojibwe painting in or from a particular location.",authorised,topical,cash63780,150,
cash63780_450_1,Ojibwe painting,Ojibway painting,Ojibway painting (see_from),ojibway painting,,see_from,,cash63780,450,
cash63780_450_2,Ojibwe painting,Ojibway painting--Canada,Ojibway painting--Canada (see_from),ojibway painting--canada,,see_from,topical,cash63780,450,
cash63780_450_3,Ojibwe painting,Ojibwe painting--Canada,Ojibwe painting--Canada (see_from),ojibwe painting--canada,,see_from,topical,cash63780,450,
cash63780_450_4,Ojibwe painting,Ojibway--Painting,Ojibway--Painting (see_from),ojibway--painting,,see_from,topical,cash63780,450,
cash63780_450_5,Ojibwe painting,"Ojibway painting, Modern","Ojibway painting, Modern (see_from)","ojibway painting, modern",,see_from,topical,cash63780,450,
cash63780_450_6,Ojibwe painting,"Ojibway painting, Traditional","Ojibway painting, Traditional (see_from)","ojibway painting, traditional",,see_from,topical,cash63780,450,
cash63780_450_7,Ojibwe painting,Ojibwa painting,Ojibwa painting (see_from),ojibwa painting,,see_from,topical,cash63780,450,
cash63780_450_8,Ojibwe painting,"Painting, Ojibway","Painting, Ojibway (see_from)","painting, ojibway",,see_from,topical,cash63780,450,
cash63780_450_9,Ojibwe painting,"Painting, Ojibwa","Painting, Ojibwa (see_from)","painting, ojibwa",,see_from,topical,cash63780,450,
cash63780_450_10,Ojibwe painting,"Painting, Ojibwe","Painting, Ojibwe (see_from)","painting, ojibwe",,see_from,topical,cash63780,450,
cash63780_550_1,Ojibwe painting,First Nations painting,First Nations painting (see_also),first nations painting,,see_also,topical,cash63780,550,
cash63780_750_1,Ojibwe painting,Ojibwa painting--Canada,Ojibwa painting--Canada (linked),ojibwa painting--canada,,linked,topical,cash63780,750,LCSH
cash63790_150_1,Ojibwemowin language--Dictionaries,Ojibwemowin language--Dictionaries,Ojibwemowin language--Dictionaries (authorised),ojibwemowin language--dictionaries,"For Ojibwemowin dictionaries limited to a particular Canadian region, province, city, or other jurisdiction, add geographic subdivision, e.g. Ojibwemowin language--Ontario--Ottawa--Dictionaries. Do not use --Canada as a geographic subdivision.",authorised,topical,cash63790,150,
cash63790_450_1,Ojibwemowin language--Dictionaries,Ojibwemowin language--Canada--Dictionaries,Ojibwemowin language--Canada--Dictionaries (see_from),ojibwemowin language--canada--dictionaries,,see_from,topical,cash63790,450,
cash63790_450_2,Ojibwemowin language--Dictionaries,Ojibway language--Dictionaries,Ojibway language--Dictionaries (see_from),ojibway language--dictionaries,,see_from,topical,cash63790,450,
cash63790_450_3,Ojibwemowin language--Dictionaries,Ojibwa language--Dictionaries,Ojibwa language--Dictionaries (see_from),ojibwa language--dictionaries,,see_from,topical,cash63790,450,
cash63790_450_4,Ojibwemowin language--Dictionaries,Ojibwe language--Dictionaries,Ojibwe language--Dictionaries (see_from),ojibwe language--dictionaries,,see_from,topical,cash63790,450,
cash63790_750_1,Ojibwemowin language--Dictionaries,Ojibwa language--Canada--Dictionaries,Ojibwa language--Canada--Dictionaries (linked),ojibwa language--canada--dictionaries,,linked,topical,cash63790,750,LCSH
cash63800_150_1,First Nations--Gambling,First Nations--Gambling,First Nations--Gambling (authorised),first nations--gambling,"Here are entered general works on gambling by First Nations participants. Works on gambling by specific First Nations are entered under the heading for the specific group with the subdivision Gambling. Works on gambling taking place on First Nations reservations without regard to the ethnicity of the participants, including works on reservation gambling enterprises owned by First Nations, are entered under Gambling on First Nations reservations.May not be subdivided by --Canada. May be subdivided geographically by Canadian region, province, city or other jurisdiction for works discussing the topic in a particular location.",authorised,topical,cash63800,150,
cash63800_450_1,First Nations--Gambling,First Nations gaming,First Nations gaming (see_from),first nations gaming,,see_from,topical,cash63800,450,
cash63800_450_2,First Nations--Gambling,Indian gaming--Canada,Indian gaming--Canada (see_from),indian gaming--canada,,see_from,topical,cash63800,450,
cash63800_450_3,First Nations--Gambling,Indians--Gambling--Canada,Indians--Gambling--Canada (see_from),indians--gambling--canada,,see_from,topical,cash63800,450,
cash63800_450_4,First Nations--Gambling,Indians of North America--Gambling--Canada,Indians of North America--Gambling--Canada (see_from),indians of north america--gambling--canada,,see_from,topical,cash63800,450,
cash63800_750_1,First Nations--Gambling,Indians--Gambling--Canada,Indians--Gambling--Canada (linked),indians--gambling--canada,,linked,topical,cash63800,750,LCSH
cash63800_750_2,First Nations--Gambling,Indians of North America--Gambling--Canada,Indians of North America--Gambling--Canada (linked),indians of north america--gambling--canada,,linked,topical,cash63800,750,LCSH
cash63800_750_3,First Nations--Gambling,Premières Nations--Jeux de hasard,Premières Nations--Jeux de hasard (linked),premières nations--jeux de hasard,,linked,topical,cash63800,750,RVM
cash63801_150_1,First Nations in music,First Nations in music,First Nations in music (authorised),first nations in music,Not subdivided geographically.Here are entered works on the representation of First Nations in music.,authorised,topical,cash63801,150,
cash63801_450_1,First Nations in music,Indians in music--Canada,Indians in music--Canada (see_from),indians in music--canada,,see_from,topical,cash63801,450,
cash63801_550_1,First Nations in music,Music,Music (see_also),music,,see_also,topical,cash63801,550,
cash63801_750_1,First Nations in music,Indiens d'Amérique dans la musique,Indiens d'Amérique dans la musique (linked),indiens d'amérique dans la musique,,linked,topical,cash63801,750,RVM
cash63810_150_1,Iglulingmiut,Iglulingmiut,Iglulingmiut (authorised),iglulingmiut,"May not be subdivided by --Canada. May be subdivided geographically for works on the Iglulingmiut in one particular area.Here are entered works on the Iglulingmiut. For works on Iglulingmiut, Tununirmiut, and Aivilingmiut collectively, see Iglulik.",authorised,topical,cash63810,150,
cash63810_450_1,Iglulingmiut,Iglulingmiut--Canada,Iglulingmiut--Canada (see_from),iglulingmiut--canada,,see_from,topical,cash63810,450,
cash63810_450_2,Iglulingmiut,Igluligmiut,Igluligmiut (see_from),igluligmiut,,see_from,topical,cash63810,450,
cash63810_450_3,Iglulingmiut,Iglulirmiut,Iglulirmiut (see_from),iglulirmiut,,see_from,topical,cash63810,450,
cash63810_550_1,Iglulingmiut,Tununirmiut,Tununirmiut (see_also),tununirmiut,,see_also,topical,cash63810,550,
cash63810_550_2,Iglulingmiut,Aivilingmiut,Aivilingmiut (see_also),aivilingmiut,,see_also,topical,cash63810,550,
cash63810_550_3,Iglulingmiut,Iglulik,Iglulik (see_also),iglulik,,see_also,topical,cash63810,550,
cash63810_750_1,Iglulingmiut,Iglulingmuit,Iglulingmuit (linked),iglulingmuit,,linked,topical,cash63810,750,LCSH
cash63810_750_2,Iglulingmiut,Iglulingmiut (Inuits),Iglulingmiut (Inuits) (linked),iglulingmiut (inuits),,linked,topical,cash63810,750,RVM
cash63820_150_1,Aivilingmiut,Aivilingmiut,Aivilingmiut (authorised),aivilingmiut,"May not be subdivided by --Canada. May be subdivided geographically for works on the Aivilingmiut in one particular area.Here are entered works on the Aivilingmiut. For works on Iglulingmiut, Tununirmiut, and Aivilingmiut collectively, see Iglulik.",authorised,topical,cash63820,150,
cash63820_450_1,Aivilingmiut,Aivilingmiut--Canada,Aivilingmiut--Canada (see_from),aivilingmiut--canada,,see_from,topical,cash63820,450,
cash63820_450_2,Aivilingmiut,Aivillirmiut,Aivillirmiut (see_from),aivillirmiut,,see_from,topical,cash63820,450,
cash63820_450_3,Aivilingmiut,Aivilirmiut,Aivilirmiut (see_from),aivilirmiut,,see_from,topical,cash63820,450,
cash63820_550_1,Aivilingmiut,Iglulingmiut,Iglulingmiut (see_also),iglulingmiut,,see_also,topical,cash63820,550,
cash63820_550_2,Aivilingmiut,Tununirmiut,Tununirmiut (see_also),tununirmiut,,see_also,topical,cash63820,550,
cash63820_550_3,Aivilingmiut,Iglulik,Iglulik (see_also),iglulik,,see_also,topical,cash63820,550,
cash63820_750_1,Aivilingmiut,Iglulingmuit,Iglulingmuit (linked),iglulingmuit,,linked,topical,cash63820,750,LCSH
cash63820_750_2,Aivilingmiut,Aivilingmiut (Inuits),Aivilingmiut (Inuits) (linked),aivilingmiut (inuits),,linked,topical,cash63820,750,RVM
cash63830_150_1,Tununirmiut,Tununirmiut,Tununirmiut (authorised),tununirmiut,"May not be subdivided by --Canada. May be subdivided geographically for works on the Tununirmiut in one particular area.Here are entered works on the Tununirmiut. For works on Iglulingmiut, Tununirmiut, and Aivilingmiut collectively, see Iglulik.",authorised,topical,cash63830,150,
cash63830_450_1,Tununirmiut,Tununirmiut--Canada,Tununirmiut--Canada (see_from),tununirmiut--canada,,see_from,topical,cash63830,450,
cash63830_550_1,Tununirmiut,Iglulingmiut,Iglulingmiut (see_also),iglulingmiut,,see_also,topical,cash63830,550,
cash63830_550_2,Tununirmiut,Aivilingmiut,Aivilingmiut (see_also),aivilingmiut,,see_also,topical,cash63830,550,
cash63830_550_3,Tununirmiut,Iglulik,Iglulik (see_also),iglulik,,see_also,topical,cash63830,550,
cash63830_750_1,Tununirmiut,Iglulingmuit,Iglulingmuit (linked),iglulingmuit,,linked,topical,cash63830,750,LCSH
cash63830_750_2,Tununirmiut,Tununirmiut (Inuits),Tununirmiut (Inuits) (linked),tununirmiut (inuits),,linked,topical,cash63830,750,RVM
cash63840_150_1,First Nations women shamans,First Nations women shamans,First Nations women shamans (authorised),first nations women shamans,"May not be subdivided by --Canada. May be subdivided geographically by Canadian region, province, city or other jurisdiction for works discussing First Nations women shamans in or from a particular location.",authorised,topical,cash63840,150,
cash63840_450_1,First Nations women shamans,First Nations women shamans--Canada,First Nations women shamans--Canada (see_from),first nations women shamans--canada,,see_from,topical,cash63840,450,
cash63840_450_2,First Nations women shamans,Indian women shamans--Canada,Indian women shamans--Canada (see_from),indian women shamans--canada,,see_from,topical,cash63840,450,
cash63840_450_3,First Nations women shamans,"Women shamans, First Nations","Women shamans, First Nations (see_from)","women shamans, first nations",,see_from,topical,cash63840,450,
cash63840_450_4,First Nations women shamans,"Women shamans, First Nations--Canada","Women shamans, First Nations--Canada (see_from)","women shamans, first nations--canada",,see_from,topical,cash63840,450,
cash63840_450_5,First Nations women shamans,"Women shamans, Indian--Canada","Women shamans, Indian--Canada (see_from)","women shamans, indian--canada",,see_from,topical,cash63840,450,
cash63840_550_1,First Nations women shamans,First Nations women,First Nations women (see_also),first nations women,,see_also,topical,cash63840,550,
cash63840_550_2,First Nations women shamans,Women shamans--Canada,Women shamans--Canada (see_also),women shamans--canada,,see_also,topical,cash63840,550,
cash63840_750_1,First Nations women shamans,Indian women shamans--Canada,Indian women shamans--Canada (linked),indian women shamans--canada,,linked,topical,cash63840,750,LCSH
cash63840_750_2,First Nations women shamans,Femmes chamans indiennes d'Amérique--Canada,Femmes chamans indiennes d'Amérique--Canada (linked),femmes chamans indiennes d'amérique--canada,,linked,topical,cash63840,750,RVM
