term_id,authorised_heading,search_term,search_term_display,search_normalized_heading,auth_Note,relationship,heading_type,lc_control_no,marc_tag,thesaurus
cash10000_151_1,Baffin Bay,Baffin Bay,Baffin Bay (authorised),baffin bay,,authorised,geographic,cash10000,151,
cash10000_751_1,Baffin Bay,"Baffin, Baie de","Baffin, Baie de (linked)","baffin, baie de",,linked,geographic,cash10000,751,RVM
cash10001_150_1,"Acadians--Expulsion, 1755","Acadians--Expulsion, 1755","Acadians--Expulsion, 1755 (authorised)","acadians--expulsion, 1755",,authorised,topical,cash10001,150,
cash10001_450_1,"Acadians--Expulsion, 1755","Expulsion of the Acadians, Canada, 1755","Expulsion of the Acadians, Canada, 1755 (see_from)","expulsion of the acadians, canada, 1755",,see_from,topical,cash10001,450,
cash10001_450_2,"Acadians--Expulsion, 1755","Deportation of the Acadians, Canada, 1755","Deportation of the Acadians, Canada, 1755 (see_from)","deportation of the acadians, canada, 1755",,see_from,topical,cash10001,450,
cash10001_450_3,"Acadians--Expulsion, 1755","Acadian Deportation, Canada, 1755","Acadian Deportation, Canada, 1755 (see_from)","acadian deportation, canada, 1755",,see_from,topical,cash10001,450,
cash10001_450_4,"Acadians--Expulsion, 1755","Acadians--Deportation, 1755","Acadians--Deportation, 1755 (see_from)","acadians--deportation, 1755",,see_from,topical,cash10001,450,
cash10001_450_5,"Acadians--Expulsion, 1755","Great Upheaval (Acadian expulsion), Canada, 1755","Great Upheaval (Acadian expulsion), Canada, 1755 (see_from)","great upheaval (acadian expulsion), canada, 1755",,see_from,topical,cash10001,450,
cash10001_450_6,"Acadians--Expulsion, 1755","Great Upheaval (Acadian deportation), Canada, 1755","Great Upheaval (Acadian deportation), Canada, 1755 (see_from)","great upheaval (acadian deportation), canada, 1755",,see_from,topical,cash10001,450,
cash10001_551_1,"Acadians--Expulsion, 1755",Nova Scotia--History--1713-1775,Nova Scotia--History--1713-1775 (see_also),nova scotia--history--1713-1775,,see_also,geographic,cash10001,551,
cash10001_551_2,"Acadians--Expulsion, 1755","Canada--History--Seven Years' War, 1755-1763","Canada--History--Seven Years' War, 1755-1763 (see_also)","canada--history--seven years' war, 1755-1763",,see_also,geographic,cash10001,551,
cash10001_750_1,"Acadians--Expulsion, 1755","Acadians--Nova Scotia--History--Expulsion, 1755","Acadians--Nova Scotia--History--Expulsion, 1755 (linked)","acadians--nova scotia--history--expulsion, 1755",,linked,topical,cash10001,750,LCSH
cash10001_750_2,"Acadians--Expulsion, 1755","Déportation des Acadiens, 1755","Déportation des Acadiens, 1755 (linked)","déportation des acadiens, 1755",,linked,topical,cash10001,750,RVM
cash10002_150_1,"Acadians--Expulsion, 1758","Acadians--Expulsion, 1758","Acadians--Expulsion, 1758 (authorised)","acadians--expulsion, 1758",,authorised,topical,cash10002,150,
cash10002_450_1,"Acadians--Expulsion, 1758","Expulsion of the Acadians, Canada, 1758","Expulsion of the Acadians, Canada, 1758 (see_from)","expulsion of the acadians, canada, 1758",,see_from,topical,cash10002,450,
cash10002_450_2,"Acadians--Expulsion, 1758","Deportation of the Acadians, Canada, 1758","Deportation of the Acadians, Canada, 1758 (see_from)","deportation of the acadians, canada, 1758",,see_from,topical,cash10002,450,
cash10002_450_3,"Acadians--Expulsion, 1758","Acadian Deportation, Canada, 1758","Acadian Deportation, Canada, 1758 (see_from)","acadian deportation, canada, 1758",,see_from,topical,cash10002,450,
cash10002_450_4,"Acadians--Expulsion, 1758","Acadians--Deportation, 1758","Acadians--Deportation, 1758 (see_from)","acadians--deportation, 1758",,see_from,topical,cash10002,450,
cash10002_450_5,"Acadians--Expulsion, 1758","Great Upheaval (Acadian expulsion), Canada, 1758","Great Upheaval (Acadian expulsion), Canada, 1758 (see_from)","great upheaval (acadian expulsion), canada, 1758",,see_from,topical,cash10002,450,
cash10002_450_6,"Acadians--Expulsion, 1758","Great Upheaval (Acadian deportation), Canada, 1758","Great Upheaval (Acadian deportation), Canada, 1758 (see_from)","great upheaval (acadian deportation), canada, 1758",,see_from,topical,cash10002,450,
cash10002_551_1,"Acadians--Expulsion, 1758",Nova Scotia--History--1713-1775,Nova Scotia--History--1713-1775 (see_also),nova scotia--history--1713-1775,,see_also,geographic,cash10002,551,
cash10002_551_2,"Acadians--Expulsion, 1758",Prince Edward Island--History--To 1873,Prince Edward Island--History--To 1873 (see_also),prince edward island--history--to 1873,,see_also,geographic,cash10002,551,
cash10002_551_3,"Acadians--Expulsion, 1758","Canada--History--Seven Years' War, 1755-1763","Canada--History--Seven Years' War, 1755-1763 (see_also)","canada--history--seven years' war, 1755-1763",,see_also,geographic,cash10002,551,
cash10002_750_1,"Acadians--Expulsion, 1758","Déportation des Acadiens, 1758","Déportation des Acadiens, 1758 (linked)","déportation des acadiens, 1758",,linked,topical,cash10002,750,RVM
cash10003_150_1,Alaska Boundary Dispute,Alaska Boundary Dispute,Alaska Boundary Dispute (authorised),alaska boundary dispute,"Here are entered works about the dispute in the late nineteenth century among Canada, Great Britain and the United States concerning the location of the international boundary between the Alaska Panhandle and Canada.  The dispute was settled in 1903.Additional entries are made under Alaska--Boundaries--Canada and Canada--Boundaries--Alaska.",authorised,topical,cash10003,150,
cash10003_551_1,Alaska Boundary Dispute,Alaska--Boundaries--Canada,Alaska--Boundaries--Canada (see_also),alaska--boundaries--canada,,see_also,geographic,cash10003,551,
cash10003_551_2,Alaska Boundary Dispute,Canada--Boundaries--Alaska,Canada--Boundaries--Alaska (see_also),canada--boundaries--alaska,,see_also,geographic,cash10003,551,
cash10003_750_1,Alaska Boundary Dispute,Controverse de la frontière de l'Alaska,Controverse de la frontière de l'Alaska (linked),controverse de la frontière de l'alaska,,linked,topical,cash10003,750,RVM
cash10004_150_1,"Authors, Canadian (English)--20th century--Interviews","Authors, Canadian (English)--20th century--Interviews","Authors, Canadian (English)--20th century--Interviews (authorised)","authors, canadian (english)--20th century--interviews",,authorised,topical,cash10004,150,
cash10004_750_1,"Authors, Canadian (English)--20th century--Interviews",Écrivains canadiens-anglais--20e siècle--Entretiens,Écrivains canadiens-anglais--20e siècle--Entretiens (linked),écrivains canadiens-anglais--20e siècle--entretiens,,linked,topical,cash10004,750,RVM
cash10005_150_1,"Authors, Canadian (French)","Authors, Canadian (French)","Authors, Canadian (French) (authorised)","authors, canadian (french)","May be subdivided geographically for works discussing collectively authors from one particular area.Here are entered works on Canadian literary authors writing in French as a class of persons.Works limited to authors writing in a particular literary form are entered under headings for the class of authors qualified by language if appropriate, e.g. Novelists, Canadian (English); Poets, Canadian (French).",authorised,topical,cash10005,150,
cash10005_450_1,"Authors, Canadian (French)",French-Canadian authors,French-Canadian authors (see_from),french-canadian authors,,see_from,,cash10005,450,
cash10005_550_1,"Authors, Canadian (French)","Authors, Canadian","Authors, Canadian (see_also)","authors, canadian",,see_also,topical,cash10005,550,
cash10005_750_1,"Authors, Canadian (French)","Authors, French-Canadian","Authors, French-Canadian (linked)","authors, french-canadian",,linked,topical,cash10005,750,LCSH
cash10005_750_2,"Authors, Canadian (French)",Écrivains canadiens-français,Écrivains canadiens-français (linked),écrivains canadiens-français,,linked,topical,cash10005,750,RVM
cash10008_150_2,Bathtub racing--Canada,Bathtub racing--Canada,Bathtub racing--Canada (authorised),bathtub racing--canada,,authorised,topical,cash10008,150,
cash10008_450_2,Bathtub racing--Canada,Bathtubbing--Canada,Bathtubbing--Canada (see_from),bathtubbing--canada,,see_from,,cash10008,450,
cash10008_450_3,Bathtub racing--Canada,Tub racing--Canada,Tub racing--Canada (see_from),tub racing--canada,,see_from,,cash10008,450,
cash10008_451_1,Bathtub racing--Canada,Canada--Bathtub racing,Canada--Bathtub racing (see_from),canada--bathtub racing,,see_from,geographic,cash10008,451,
cash10008_550_2,Bathtub racing--Canada,Sports--Canada,Sports--Canada (see_also),sports--canada,,see_also,topical,cash10008,550,
cash10008_750_3,Bathtub racing--Canada,Courses de baignoires--Canada,Courses de baignoires--Canada (linked),courses de baignoires--canada,,linked,topical,cash10008,750,RVM
cash10009_151_1,"Battleford (Sask.)--History--Destruction, 1885","Battleford (Sask.)--History--Destruction, 1885","Battleford (Sask.)--History--Destruction, 1885 (authorised)","battleford (sask.)--history--destruction, 1885",,authorised,geographic,cash10009,151,
cash10009_451_1,"Battleford (Sask.)--History--Destruction, 1885","Battleford (Sask.)--Destruction, 1885","Battleford (Sask.)--Destruction, 1885 (see_from)","battleford (sask.)--destruction, 1885",,see_from,geographic,cash10009,451,
cash10009_451_2,"Battleford (Sask.)--History--Destruction, 1885","Fort Battle River (Sask.)--Destruction, 1885","Fort Battle River (Sask.)--Destruction, 1885 (see_from)","fort battle river (sask.)--destruction, 1885",,see_from,geographic,cash10009,451,
cash10009_550_1,"Battleford (Sask.)--History--Destruction, 1885","Riel Rebellion, 1885--Campaigns","Riel Rebellion, 1885--Campaigns (see_also)","riel rebellion, 1885--campaigns",,see_also,topical,cash10009,550,
cash10009_751_1,"Battleford (Sask.)--History--Destruction, 1885",Battleford (Sask.)--Histoire--1885 (Destruction),Battleford (Sask.)--Histoire--1885 (Destruction) (linked),battleford (sask.)--histoire--1885 (destruction),,linked,geographic,cash10009,751,RVM
cash10010_150_1,"Beauharnois Scandal, 1931","Beauharnois Scandal, 1931","Beauharnois Scandal, 1931 (authorised)","beauharnois scandal, 1931",,authorised,topical,cash10010,150,
cash10010_550_1,"Beauharnois Scandal, 1931",Political corruption--Canada,Political corruption--Canada (see_also),political corruption--canada,,see_also,topical,cash10010,550,
cash10010_551_1,"Beauharnois Scandal, 1931",Canada--Politics and government--1930-1935,Canada--Politics and government--1930-1935 (see_also),canada--politics and government--1930-1935,,see_also,geographic,cash10010,551,
cash10010_750_1,"Beauharnois Scandal, 1931","Scandale de la Beauharnois, 1931","Scandale de la Beauharnois, 1931 (linked)","scandale de la beauharnois, 1931",,linked,topical,cash10010,750,RVM
cash10011_150_2,Beaver (Emblem),Beaver (Emblem),Beaver (Emblem) (authorised),beaver (emblem),,authorised,topical,cash10011,150,
cash10011_551_2,Beaver (Emblem),Canada--Symbolic representation,Canada--Symbolic representation (see_also),canada--symbolic representation,,see_also,geographic,cash10011,551,
cash10011_550_2,Beaver (Emblem),"Emblems, National--Canada","Emblems, National--Canada (see_also)","emblems, national--canada",,see_also,topical,cash10011,550,
cash10011_750_2,Beaver (Emblem),Castor (Emblème),Castor (Emblème) (linked),castor (emblème),,linked,topical,cash10011,750,RVM
cash10012_150_1,Bilingual districts--Canada,Bilingual districts--Canada,Bilingual districts--Canada (authorised),bilingual districts--canada,Here are entered works on districts officially designated bilingual.,authorised,topical,cash10012,150,
cash10012_451_1,Bilingual districts--Canada,Canada--Bilingual districts,Canada--Bilingual districts (see_from),canada--bilingual districts,,see_from,geographic,cash10012,451,
cash10012_550_1,Bilingual districts--Canada,Language policy--Canada,Language policy--Canada (see_also),language policy--canada,,see_also,topical,cash10012,550,
cash10012_550_2,Bilingual districts--Canada,Linguistic minorities--Canada,Linguistic minorities--Canada (see_also),linguistic minorities--canada,,see_also,topical,cash10012,550,
cash10012_550_3,Bilingual districts--Canada,Bilingualism--Canada,Bilingualism--Canada (see_also),bilingualism--canada,,see_also,topical,cash10012,550,
cash10012_750_1,Bilingual districts--Canada,Districts bilingues,Districts bilingues (linked),districts bilingues,,linked,topical,cash10012,750,RVM
cash10013_150_2,Bilingual schools--Canada,Bilingual schools--Canada,Bilingual schools--Canada (authorised),bilingual schools--canada,,authorised,topical,cash10013,150,
cash10013_451_2,Bilingual schools--Canada,Canada--Bilingual schools,Canada--Bilingual schools (see_from),canada--bilingual schools,,see_from,geographic,cash10013,451,
cash10013_550_4,Bilingual schools--Canada,"Education, Bilingual--Canada","Education, Bilingual--Canada (see_also)","education, bilingual--canada",,see_also,topical,cash10013,550,
cash10013_550_5,Bilingual schools--Canada,Schools--Canada,Schools--Canada (see_also),schools--canada,,see_also,topical,cash10013,550,
cash10013_550_6,Bilingual schools--Canada,Bilingualism--Canada,Bilingualism--Canada (see_also),bilingualism--canada,,see_also,topical,cash10013,550,
cash10013_750_2,Bilingual schools--Canada,Écoles bilingues--Canada,Écoles bilingues--Canada (linked),écoles bilingues--canada,,linked,topical,cash10013,750,RVM
cash10014_150_3,"Boundaries, Provincial--Canada","Boundaries, Provincial--Canada","Boundaries, Provincial--Canada (authorised)","boundaries, provincial--canada","Here are entered works discussing collectively provincial boundaries within Canada. Works on the boundaries of a particular province are entered under the heading for the province with subdivision Boundaries, e.g. Ontario--Boundaries. Works on the boundary between two particular provinces are entered under the headings for the provinces involved with subdivision Boundaries-- [province], e.g. Manitoba--Boundaries--Ontario; Ontario--Boundaries--Manitoba.",authorised,topical,cash10014,150,
cash10014_450_1,"Boundaries, Provincial--Canada",Provincial boundaries--Canada,Provincial boundaries--Canada (see_from),provincial boundaries--canada,,see_from,,cash10014,450,
cash10014_451_3,"Boundaries, Provincial--Canada","Canada--Boundaries, Provincial","Canada--Boundaries, Provincial (see_from)","canada--boundaries, provincial",,see_from,geographic,cash10014,451,
cash10014_451_4,"Boundaries, Provincial--Canada",Canada--Provincial boundaries,Canada--Provincial boundaries (see_from),canada--provincial boundaries,,see_from,geographic,cash10014,451,
cash10014_551_1,"Boundaries, Provincial--Canada",Canada--Boundaries,Canada--Boundaries (see_also),canada--boundaries,,see_also,geographic,cash10014,551,
cash10014_750_3,"Boundaries, Provincial--Canada",Frontières provinciales (Canada),Frontières provinciales (Canada) (linked),frontières provinciales (canada),,linked,topical,cash10014,750,RVM
cash10015_151_1,British Columbia--Economic conditions--To 1871,British Columbia--Economic conditions--To 1871,British Columbia--Economic conditions--To 1871 (authorised),british columbia--economic conditions--to 1871,,authorised,geographic,cash10015,151,
cash10015_751_1,British Columbia--Economic conditions--To 1871,Colombie-Britannique--Conditions économiques--Jusqu'à 1871,Colombie-Britannique--Conditions économiques--Jusqu'à 1871 (linked),colombie-britannique--conditions économiques--jusqu'à 1871,,linked,geographic,cash10015,751,RVM
cash10016_151_2,British Columbia--Economic conditions--1871-1918,British Columbia--Economic conditions--1871-1918,British Columbia--Economic conditions--1871-1918 (authorised),british columbia--economic conditions--1871-1918,,authorised,geographic,cash10016,151,
cash10016_751_2,British Columbia--Economic conditions--1871-1918,Colombie-Britannique--Conditions économiques--1871-1918,Colombie-Britannique--Conditions économiques--1871-1918 (linked),colombie-britannique--conditions économiques--1871-1918,,linked,geographic,cash10016,751,RVM
cash10017_151_3,British Columbia--Economic conditions--1871-,British Columbia--Economic conditions--1871-,British Columbia--Economic conditions--1871- (authorised),british columbia--economic conditions--1871-,,authorised,geographic,cash10017,151,
cash10017_751_3,British Columbia--Economic conditions--1871-,Colombie-Britannique--Conditions économiques--1871-,Colombie-Britannique--Conditions économiques--1871- (linked),colombie-britannique--conditions économiques--1871-,,linked,geographic,cash10017,751,RVM
cash10018_151_4,British Columbia--Economic conditions--1918-1945,British Columbia--Economic conditions--1918-1945,British Columbia--Economic conditions--1918-1945 (authorised),british columbia--economic conditions--1918-1945,,authorised,geographic,cash10018,151,
cash10018_751_4,British Columbia--Economic conditions--1918-1945,Colombie-Britannique--Conditions économiques--1918-1945,Colombie-Britannique--Conditions économiques--1918-1945 (linked),colombie-britannique--conditions économiques--1918-1945,,linked,geographic,cash10018,751,RVM
cash10019_151_5,British Columbia--History--1849-1871,British Columbia--History--1849-1871,British Columbia--History--1849-1871 (authorised),british columbia--history--1849-1871,,authorised,geographic,cash10019,151,
cash10019_751_5,British Columbia--History--1849-1871,Colombie-Britannique--Histoire--1849-1871,Colombie-Britannique--Histoire--1849-1871 (linked),colombie-britannique--histoire--1849-1871,,linked,geographic,cash10019,751,RVM
cash10020_151_6,British Columbia--History--1871-1918,British Columbia--History--1871-1918,British Columbia--History--1871-1918 (authorised),british columbia--history--1871-1918,,authorised,geographic,cash10020,151,
cash10020_751_6,British Columbia--History--1871-1918,Colombie-Britannique--Histoire--1871-1918,Colombie-Britannique--Histoire--1871-1918 (linked),colombie-britannique--histoire--1871-1918,,linked,geographic,cash10020,751,RVM
cash10021_151_1,British Columbia--History--1871-,British Columbia--History--1871-,British Columbia--History--1871- (authorised),british columbia--history--1871-,Here are included general discussions on the effect of Confederation on British Columbia. Works discussing this topic from a political perspective are entered under British Columbia--Politics and government--1871- ; works discussing this topic from an economic perspective are entered under British Columbia--Economic conditions--1871-.,authorised,geographic,cash10021,151,
cash10021_751_1,British Columbia--History--1871-,Colombie-Britannique--Histoire--1871-,Colombie-Britannique--Histoire--1871- (linked),colombie-britannique--histoire--1871-,,linked,geographic,cash10021,751,RVM
cash10022_151_2,British Columbia--History--1918-1945,British Columbia--History--1918-1945,British Columbia--History--1918-1945 (authorised),british columbia--history--1918-1945,,authorised,geographic,cash10022,151,
cash10022_751_2,British Columbia--History--1918-1945,Colombie-Britannique--Histoire--1918-1945,Colombie-Britannique--Histoire--1918-1945 (linked),colombie-britannique--histoire--1918-1945,,linked,geographic,cash10022,751,RVM
cash10023_151_3,British Columbia--History--1945-,British Columbia--History--1945-,British Columbia--History--1945- (authorised),british columbia--history--1945-,,authorised,geographic,cash10023,151,
cash10023_751_3,British Columbia--History--1945-,Colombie-Britannique--Histoire--1945-,Colombie-Britannique--Histoire--1945- (linked),colombie-britannique--histoire--1945-,,linked,geographic,cash10023,751,RVM
cash10024_151_1,British Columbia--Politics and government--1849-1871,British Columbia--Politics and government--1849-1871,British Columbia--Politics and government--1849-1871 (authorised),british columbia--politics and government--1849-1871,Here are included discussions of the negotiations and events leading to British Columbia's entry into Confederation in 1871.,authorised,geographic,cash10024,151,
cash10024_751_1,British Columbia--Politics and government--1849-1871,Colombie-Britannique--Politique et gouvernement--1849-1871,Colombie-Britannique--Politique et gouvernement--1849-1871 (linked),colombie-britannique--politique et gouvernement--1849-1871,,linked,geographic,cash10024,751,RVM
cash10025_151_2,British Columbia--Politics and government--1871-1903,British Columbia--Politics and government--1871-1903,British Columbia--Politics and government--1871-1903 (authorised),british columbia--politics and government--1871-1903,,authorised,geographic,cash10025,151,
cash10025_751_2,British Columbia--Politics and government--1871-1903,Colombie-Britannique--Politique et gouvernement--1871-1903,Colombie-Britannique--Politique et gouvernement--1871-1903 (linked),colombie-britannique--politique et gouvernement--1871-1903,,linked,geographic,cash10025,751,RVM
cash10026_151_3,British Columbia--Politics and government--1871-,British Columbia--Politics and government--1871-,British Columbia--Politics and government--1871- (authorised),british columbia--politics and government--1871-,,authorised,geographic,cash10026,151,
cash10026_751_3,British Columbia--Politics and government--1871-,Colombie-Britannique--Politique et gouvernement--1871-,Colombie-Britannique--Politique et gouvernement--1871- (linked),colombie-britannique--politique et gouvernement--1871-,,linked,geographic,cash10026,751,RVM
cash10027_151_4,British Columbia--Politics and government--1903-1916,British Columbia--Politics and government--1903-1916,British Columbia--Politics and government--1903-1916 (authorised),british columbia--politics and government--1903-1916,,authorised,geographic,cash10027,151,
cash10027_751_4,British Columbia--Politics and government--1903-1916,Colombie-Britannique--Politique et gouvernement--1903-1916,Colombie-Britannique--Politique et gouvernement--1903-1916 (linked),colombie-britannique--politique et gouvernement--1903-1916,,linked,geographic,cash10027,751,RVM
cash10028_151_5,British Columbia--Politics and government--1916-1928,British Columbia--Politics and government--1916-1928,British Columbia--Politics and government--1916-1928 (authorised),british columbia--politics and government--1916-1928,,authorised,geographic,cash10028,151,
cash10028_751_5,British Columbia--Politics and government--1916-1928,Colombie-Britannique--Politique et gouvernement--1916-1928,Colombie-Britannique--Politique et gouvernement--1916-1928 (linked),colombie-britannique--politique et gouvernement--1916-1928,,linked,geographic,cash10028,751,RVM
cash10029_151_6,British Columbia--Politics and government--1928-1933,British Columbia--Politics and government--1928-1933,British Columbia--Politics and government--1928-1933 (authorised),british columbia--politics and government--1928-1933,,authorised,geographic,cash10029,151,
cash10029_751_6,British Columbia--Politics and government--1928-1933,Colombie-Britannique--Politique et gouvernement--1928-1933,Colombie-Britannique--Politique et gouvernement--1928-1933 (linked),colombie-britannique--politique et gouvernement--1928-1933,,linked,geographic,cash10029,751,RVM
cash10030_151_7,British Columbia--Politics and government--1933-1952,British Columbia--Politics and government--1933-1952,British Columbia--Politics and government--1933-1952 (authorised),british columbia--politics and government--1933-1952,,authorised,geographic,cash10030,151,
cash10030_751_7,British Columbia--Politics and government--1933-1952,Colombie-Britannique--Politique et gouvernement--1933-1952,Colombie-Britannique--Politique et gouvernement--1933-1952 (linked),colombie-britannique--politique et gouvernement--1933-1952,,linked,geographic,cash10030,751,RVM
cash10031_151_8,British Columbia--Politics and government--1952-1972,British Columbia--Politics and government--1952-1972,British Columbia--Politics and government--1952-1972 (authorised),british columbia--politics and government--1952-1972,,authorised,geographic,cash10031,151,
cash10031_751_8,British Columbia--Politics and government--1952-1972,Colombie-Britannique--Politique et gouvernement--1952-1972,Colombie-Britannique--Politique et gouvernement--1952-1972 (linked),colombie-britannique--politique et gouvernement--1952-1972,,linked,geographic,cash10031,751,RVM
cash10032_151_9,British Columbia--Politics and government--1972-1975,British Columbia--Politics and government--1972-1975,British Columbia--Politics and government--1972-1975 (authorised),british columbia--politics and government--1972-1975,,authorised,geographic,cash10032,151,
cash10032_751_9,British Columbia--Politics and government--1972-1975,Colombie-Britannique--Politique et gouvernement--1972-1975,Colombie-Britannique--Politique et gouvernement--1972-1975 (linked),colombie-britannique--politique et gouvernement--1972-1975,,linked,geographic,cash10032,751,RVM
cash10033_150_1,British Columbians,British Columbians,British Columbians (authorised),british columbians,"May be subdivided geographically.Here are only entered works discussing British Columbians outside the province.  Works about British Columbians within British Columbia are entered under headings appropriate to their contents, e.g. Anthropometry--British Columbia; British Columbia--Population--Ethnic groups; British Columbia--Social life and customs; etc.",authorised,topical,cash10033,150,
cash10033_450_1,British Columbians,British Columbians--British Columbia,British Columbians--British Columbia (see_from),british columbians--british columbia,,see_from,,cash10033,450,
cash10033_550_1,British Columbians,Canadians,Canadians (see_also),canadians,,see_also,topical,cash10033,550,
cash10033_551_1,British Columbians,British Columbia,British Columbia (see_also),british columbia,,see_also,geographic,cash10033,551,
cash10033_750_1,British Columbians,Britanno-Colombiens,Britanno-Colombiens (linked),britanno-colombiens,,linked,topical,cash10033,750,RVM
cash10034_151_10,Alberta--Economic conditions--To 1905,Alberta--Economic conditions--To 1905,Alberta--Economic conditions--To 1905 (authorised),alberta--economic conditions--to 1905,,authorised,geographic,cash10034,151,
cash10034_751_10,Alberta--Economic conditions--To 1905,Alberta--Conditions économiques--Jusqu'à 1905,Alberta--Conditions économiques--Jusqu'à 1905 (linked),alberta--conditions économiques--jusqu'à 1905,,linked,geographic,cash10034,751,RVM
cash10035_151_11,Alberta--Economic conditions--1905-1945,Alberta--Economic conditions--1905-1945,Alberta--Economic conditions--1905-1945 (authorised),alberta--economic conditions--1905-1945,,authorised,geographic,cash10035,151,
cash10035_751_11,Alberta--Economic conditions--1905-1945,Alberta--Conditions économiques--1905-1945,Alberta--Conditions économiques--1905-1945 (linked),alberta--conditions économiques--1905-1945,,linked,geographic,cash10035,751,RVM
cash10036_151_12,Alberta--Economic conditions--1905-,Alberta--Economic conditions--1905-,Alberta--Economic conditions--1905- (authorised),alberta--economic conditions--1905-,,authorised,geographic,cash10036,151,
cash10036_751_12,Alberta--Economic conditions--1905-,Alberta--Conditions économiques--20e siècle,Alberta--Conditions économiques--20e siècle (linked),alberta--conditions économiques--20e siècle,,linked,geographic,cash10036,751,RVM
cash10037_151_13,Alberta--Economic conditions--1945-1991,Alberta--Economic conditions--1945-1991,Alberta--Economic conditions--1945-1991 (authorised),alberta--economic conditions--1945-1991,,authorised,geographic,cash10037,151,
cash10037_751_13,Alberta--Economic conditions--1945-1991,Alberta--Conditions économiques--1945-1991,Alberta--Conditions économiques--1945-1991 (linked),alberta--conditions économiques--1945-1991,,linked,geographic,cash10037,751,RVM
cash10038_151_14,Alberta--History--1905-1945,Alberta--History--1905-1945,Alberta--History--1905-1945 (authorised),alberta--history--1905-1945,,authorised,geographic,cash10038,151,
cash10038_751_14,Alberta--History--1905-1945,Alberta--Histoire--1905-1945,Alberta--Histoire--1905-1945 (linked),alberta--histoire--1905-1945,,linked,geographic,cash10038,751,RVM
cash10039_151_1,Alberta--History--1905-,Alberta--History--1905-,Alberta--History--1905- (authorised),alberta--history--1905-,Here are included general discussions of the effect of Confederation on Alberta.  Works discussing this topic from a political perspective are entered under  Alberta--Politics and government--1905-    ; works discussing this topic from an economic perspective are entered under  Alberta--Economic conditions--1905-    .,authorised,geographic,cash10039,151,
cash10039_751_1,Alberta--History--1905-,Alberta--Histoire--1905-,Alberta--Histoire--1905- (linked),alberta--histoire--1905-,,linked,geographic,cash10039,751,RVM
cash10040_151_2,Alberta--History--1945-,Alberta--History--1945-,Alberta--History--1945- (authorised),alberta--history--1945-,,authorised,geographic,cash10040,151,
cash10040_751_2,Alberta--History--1945-,Alberta--Histoire--1945-,Alberta--Histoire--1945- (linked),alberta--histoire--1945-,,linked,geographic,cash10040,751,RVM
cash10041_151_3,Alberta--Politics and government--1905-1921,Alberta--Politics and government--1905-1921,Alberta--Politics and government--1905-1921 (authorised),alberta--politics and government--1905-1921,,authorised,geographic,cash10041,151,
cash10041_751_3,Alberta--Politics and government--1905-1921,Alberta--Politique et gouvernement--1905-1921,Alberta--Politique et gouvernement--1905-1921 (linked),alberta--politique et gouvernement--1905-1921,,linked,geographic,cash10041,751,RVM
cash10042_151_1,Alberta--Politics and government--1905-,Alberta--Politics and government--1905-,Alberta--Politics and government--1905- (authorised),alberta--politics and government--1905-,,authorised,geographic,cash10042,151,
cash10042_751_1,Alberta--Politics and government--1905-,Alberta--Politique et gouvernement--1905-,Alberta--Politique et gouvernement--1905- (linked),alberta--politique et gouvernement--1905-,,linked,geographic,cash10042,751,RVM
cash10043_150_1,Albertans,Albertans,Albertans (authorised),albertans,"May be subdivided geographically.Here are only entered works discussing Albertans outside the province.  Works about Albertans within Alberta are entered under headings appropriate to their contents, e.g. Anthropometry--Alberta; Alberta--Population--Ethnic groups; Alberta--Social life and customs; etc.",authorised,topical,cash10043,150,
cash10043_450_1,Albertans,Albertans--Alberta,Albertans--Alberta (see_from),albertans--alberta,,see_from,,cash10043,450,
cash10043_550_1,Albertans,Canadians,Canadians (see_also),canadians,,see_also,topical,cash10043,550,
cash10043_551_1,Albertans,Alberta,Alberta (see_also),alberta,,see_also,geographic,cash10043,551,
cash10043_750_1,Albertans,Albertains,Albertains (linked),albertains,,linked,topical,cash10043,750,RVM
cash10044_150_1,"Almanacs, Canadian (English)","Almanacs, Canadian (English)","Almanacs, Canadian (English) (authorised)","almanacs, canadian (english)",May be subdivided geographically if local in character.,authorised,topical,cash10044,150,
cash10044_750_1,"Almanacs, Canadian (English)",Almanachs canadiens-anglais,Almanachs canadiens-anglais (linked),almanachs canadiens-anglais,,linked,topical,cash10044,750,RVM
cash10045_150_1,"Almanacs, Canadian (French)","Almanacs, Canadian (French)","Almanacs, Canadian (French) (authorised)","almanacs, canadian (french)",May be subdivided geographically if local in character.,authorised,topical,cash10045,150,
cash10045_450_1,"Almanacs, Canadian (French)","Almanacs, French-Canadian","Almanacs, French-Canadian (see_from)","almanacs, french-canadian",,see_from,,cash10045,450,
cash10045_450_2,"Almanacs, Canadian (French)",French-Canadian almanacs,French-Canadian almanacs (see_from),french-canadian almanacs,,see_from,,cash10045,450,
cash10045_750_1,"Almanacs, Canadian (French)",Almanachs canadiens-français,Almanachs canadiens-français (linked),almanachs canadiens-français,,linked,topical,cash10045,750,RVM
cash10046_150_1,"Almanacs, Canadian (Italian)","Almanacs, Canadian (Italian)","Almanacs, Canadian (Italian) (authorised)","almanacs, canadian (italian)",May be subdivided geographically if local in character.,authorised,topical,cash10046,150,
